Ticker,Company Name,CIK,Sector,Industry,Market Cap
SMFNF,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",0001022837,Financial Services,Banks—Diversified,75050500096
GLCNF,Glencore plc/ADR,0001524684,Basic Materials,Other Industrial Metals & Mining,57355841536
NETTF,"NetEase, Inc.",0001110646,Communication Services,Electronic Gaming & Multimedia,72511954944
MS-PK,MORGAN STANLEY,0000895421,Financial Services,Capital Markets,67848015872
BNPQY,BNP PARIBAS,0000310732,Financial Services,Banks—Regional,68894400512
MS-PI,MORGAN STANLEY,0000895421,Financial Services,Capital Markets,66937937920
PBR-A,PETROBRAS - PETROLEO BRASILEIRO SA,0001119639,Energy,Oil & Gas Integrated,105957310464
MS-PF,MORGAN STANLEY,0000895421,Financial Services,Capital Markets,65450393600
GS-PK,GOLDMAN SACHS GROUP INC,0000886982,Financial Services,Capital Markets,66456948736
MS-PE,MORGAN STANLEY,0000895421,Financial Services,Capital Markets,64585400320
BCDRF,"Banco Santander, S.A.",0000891478,Financial Services,Banks—Diversified,65722961920
RLXXF,RELX PLC,0000929869,Industrials,Specialty Business Services,80502431744
DUK-PA,Duke Energy CORP,0001326160,Utilities,Utilities—Regulated Electric,62088077312
OEZVF,OSTERREICHISCHE ELEKTRIZITATSWIRTSCHAFTS /FI,0001021020,Utilities,Utilities—Renewable,25142562816
HNDAF,HONDA MOTOR CO LTD,0000715153,Consumer Cyclical,Auto Manufacturers,57712144384
EIPAF,ENI SPA,0001002242,Energy,Oil & Gas Integrated,59278659584
ATLPF,ATLAS COPCO AB,0000748954,Industrials,Specialty Industrial Machinery,85625823232
TKPHF,TAKEDA PHARMACEUTICAL CO LTD,0001395064,Healthcare,Drug Manufacturers—Specialty & Generic,46680641536
BAIDF,"Baidu, Inc.",0001329099,Communication Services,Internet Content & Information,39608832000
SCHW-PD,SCHWAB CHARLES CORP,0000316709,Financial Services,Capital Markets,51026952192
WEBNF,WESTPAC BANKING CORP,0000719245,Financial Services,Banks—Diversified,59801489408
PPWLM,PACIFICORP /OR/,0000075594,Utilities,Utilities—Regulated Electric,42843746304
NGGTF,NATIONAL GRID PLC,0001004315,Utilities,Utilities—Regulated Electric,47917301760
DKILF,Daikin Industries Ltd,0001446519,Industrials,Building Products & Equipment,41790779392
BECEF,BCE INC,0000718940,Communication Services,Telecom Services,46114582528
SPG-PJ,SIMON PROPERTY GROUP INC /DE/,0001063761,Real Estate,REIT—Retail,52155031552
TNCAF,TC ENERGY CORP,0001232384,Energy,Oil & Gas Midstream,47905636352
MZHOF,MIZUHO FINANCIAL GROUP INC,0001335730,Financial Services,Banks—Regional,46627831808
INGVF,ING GROEP NV,0001039765,Financial Services,Banks—Diversified,45524684800
BAESF,BAE SYSTEMS PLC /FI/,0000895564,Industrials,Aerospace & Defense,47479132160
MET-PA,METLIFE INC,0001099219,Financial Services,Insurance—Life,47473037312
AIG-PA,"AMERICAN INTERNATIONAL GROUP, INC.",0000005272,Financial Services,Insurance—Diversified,44760551424
STMEF,STMicroelectronics N.V.,0000932787,Technology,Semiconductors,40957444096
MET-PE,METLIFE INC,0001099219,Financial Services,Insurance—Life,43485483008
LLDTF,Lloyds Banking Group plc,0001160106,Financial Services,Banks—Regional,38392938496
PLDGP,"Prologis, Inc.",0001045609,Real Estate,REIT—Industrial,42055090176
WOPEF,WOODSIDE ENERGY GROUP LTD,0000844551,Energy,Oil & Gas E&P,37680693248
BBVXF,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",0000842180,Financial Services,Banks—Diversified,61922525184
HLNCF,Haleon plc,0001900304,Healthcare,Drug Manufacturers—Specialty & Generic,36873916416
DNZOF,Denso Corp,0001446598,Consumer Cyclical,Auto Parts,54364790784
TCANF,TC ENERGY CORP,0001232384,Energy,Oil & Gas Midstream,30443040768
PSA-PH,Public Storage,0001393311,Real Estate,REIT—Industrial,40344911872
PPWLO,PACIFICORP /OR/,0000075594,Utilities,Utilities—Regulated Electric,32492550144
SVNDF,SEVEN & I HOLDINGS CO LTD,0001359519,Consumer Defensive,Grocery Stores,12136420352
PUKPF,PRUDENTIAL PLC,0001116578,Financial Services,Insurance—Life,28310521856
BAMGF,BROOKFIELD Corp /ON/,0001001085,Financial Services,Asset Management,41058050048
PSA-PK,Public Storage,0001393311,Real Estate,REIT—Industrial,36811247616
MRAAF,"Murata Manufacturing Co., Ltd./ADR",0001450468,Technology,Electronic Components,37195157504
JDCMF,"JD.com, Inc.",0001549802,Consumer Cyclical,Internet Retail,37716389888
TCKRF,TECK RESOURCES LTD,0000886986,Basic Materials,Other Industrial Metals & Mining,19884656640
ALL-PH,ALLSTATE CORP,0000899051,Financial Services,Insurance—Property & Casualty,34967838720
CRARF,CREDIT AGRICOLE S A,0001279967,Financial Services,Banks—Regional,41316990976
RBSPF,NatWest Group plc,0000844150,Financial Services,Banks—Regional,25633179648
FNCTF,ORANGE,0001038143,Communication Services,Telecom Services,30740232192
BF-A,BROWN FORMAN CORP,0000014693,Consumer Defensive,Beverages—Wineries & Distilleries,27921604608
LEN-B,LENNAR CORP /NEW/,0000920760,Consumer Cyclical,Residential Construction,43260596224
BCLYF,BARCLAYS PLC,0000312069,Financial Services,Banks—Diversified,33053378560
RSMDF,RESMED INC,0000943819,Healthcare,Medical Instruments & Supplies,28035162112
CODGF,COMPAGNIE DE SAINT GOBAIN,0001012037,Industrials,Building Products & Equipment,38127349760
BBDO,BANK BRADESCO,0001160330,Financial Services,Banks—Regional,27582838784
GNMSF,GENMAB A/S,0001434265,Healthcare,Biotechnology,17950234624
DLR-PK,"DIGITAL REALTY TRUST, INC.",0001297996,Real Estate,REIT—Specialty,25561122816
RCIAF,ROGERS COMMUNICATIONS INC,0000733099,Communication Services,Telecom Services,23924789248
DLR-PJ,"DIGITAL REALTY TRUST, INC.",0001297996,Real Estate,REIT—Specialty,24261013504
CJPRF,CENTRAL JAPAN RAILWAY CO,0001334687,Industrials,Railroads,24193581056
SAUHF,Straumann Holding AG / ADR,0001451279,Healthcare,Medical Instruments & Supplies,25680058368
AMSYF,ArcelorMittal,0001243429,Basic Materials,Steel,21658398720
RYAOF,RYANAIR HOLDINGS PLC,0001038683,Industrials,Airlines,25231659008
MKC-V,MCCORMICK & CO INC,0000063754,Consumer Defensive,Packaged Foods,18199928832
RSTRF,Restaurant Brands International Limited Partnership,0001618755,Consumer Cyclical,Restaurants,25372981248
HEI-A,HEICO CORP,0000046619,Industrials,Aerospace & Defense,23267889152
CAJFF,CANON INC,0000016988,Technology,Computer Hardware,28833853440
ORXCF,ORIX CORP,0001070304,Financial Services,Credit Services,24184846336
TEFOF,TELEFONICA S A,0000814052,Communication Services,Telecom Services,23771752448
VODPF,VODAFONE GROUP PUBLIC LTD CO,0000839923,Communication Services,Telecom Services,23179624448
YAHOF,Yahoo! Japan Corp,0001446437,Consumer Cyclical,Internet Retail,20667394048
EBR-B,BRAZILIAN ELECTRIC POWER CO,0001439124,Utilities,Utilities—Renewable,21851869184
TRPCF,Trip.com Group Ltd,0001269238,Consumer Cyclical,Travel Services,29894447104
PCRFF,PANASONIC Corp,0000063271,Technology,Consumer Electronics,22488969216
FCNCB,FIRST CITIZENS BANCSHARES INC /DE/,0000798941,Financial Services,Banks—Regional,23120400384
COCSF,COCA COLA FEMSA SAB DE CV,0000910631,Consumer Defensive,Beverages—Non-Alcoholic,21533507584
NOKBF,NOKIA CORP,0000924613,Technology,Communication Equipment,20010973184
STT-PG,STATE STREET CORP,0000093751,Financial Services,Asset Management,18234773504
LNNGF,Li Ning Co. Ltd.,0001447629,Consumer Cyclical,Leisure,6804389888
ERIXF,ERICSSON LM TELEPHONE CO,0000717826,Technology,Communication Equipment,18085949440
PGPEF,PUBLICIS GROUPE SA,0001050952,Communication Services,Advertising Agencies,26570321920
NIOIF,NIO Inc.,0001736541,Consumer Cyclical,Auto Manufacturers,11622895616
HIG-PG,"HARTFORD FINANCIAL SERVICES GROUP, INC.",0000874766,Financial Services,Insurance—Property & Casualty,18742081536
FWONB,Liberty Media Corp,0001560385,Communication Services,Entertainment,15967603712
STT-PD,STATE STREET CORP,0000093751,Financial Services,Asset Management,19094712320
TNRSF,TENARIS SA,0001190723,Energy,Oil & Gas Equipment & Services,20851660800
FITBI,FIFTH THIRD BANCORP,0000035527,Financial Services,Banks—Regional,17879658496
RKLIF,RENTOKIL INITIAL PLC /FI,0000930157,Industrials,Specialty Business Services,13904386048
HRNNF,Hydro One Ltd,0001712356,Utilities,Utilities—Regulated Electric,18143625216
OMVJF,OMV AKTIENGESELLSCHAFT /FI,0000882602,Energy,Oil & Gas Integrated,14438981632
FMCCT,FEDERAL HOME LOAN MORTGAGE CORP,0001026214,Financial Services,Mortgage Finance,17105156096
HLDVF,HENDERSON LAND DEVELOPMENT COMPANY LTD /FI,0000811250,Real Estate,Real Estate—Diversified,13735268352
SGSOF,SGS SOCIETE GENERALE DE SURVEILLANCE HOLDING SA /FI,0001069347,Industrials,Consulting Services,18784544768
JHIUF,James Hardie Industries plc,0001159152,Basic Materials,Building Materials,16817125376
PPERF,PT Bank Mandiri (Persero) Tbk / ADR,0001461748,Financial Services,Banks—Regional,42355744768
NRSCF,NOMURA HOLDINGS INC,0001163653,Financial Services,Capital Markets,17172703232
RYLPF,KONINKLIJKE PHILIPS NV,0000313216,Healthcare,Medical Devices,18240260096
AMCCF,Amcor plc,0001748790,Consumer Cyclical,Packaging & Containers,13080327168
FAXXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance—Property & Casualty,16104838144
BIO-B,"BIO-RAD LABORATORIES, INC.",0000012208,Healthcare,Medical Devices,9260790784
HUNGF,HUANENG POWER INTERNATIONAL INC,0000929058,Utilities,Utilities—Independent Power Producers,15750240256
CHEAF,CHINA EASTERN AIRLINES CORP LTD,0001030475,Industrials,Airlines,10459758592
FWONA,Liberty Media Corp,0001560385,Communication Services,Entertainment,16119307264
FWONK,Liberty Media Corp,0001560385,Communication Services,Entertainment,16213500928
CHKIF,CHINA SOUTHERN AIRLINES CO LTD,0001041668,Industrials,Airlines,12957827072
ADTTF,ADVANTEST CORP,0001158838,Technology,Semiconductor Equipment & Materials,35498885120
HLBZF,HeidelbergCement AG,0001400691,Basic Materials,Building Materials,17347868672
KEY-PK,KEYCORP /NEW/,0000091576,Financial Services,Banks—Regional,18291458048
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595,Real Estate,REIT—Residential,15082103808
FXFLF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance—Property & Casualty,15173502976
NWS,NEWS CORP,0001564708,Communication Services,Entertainment,15206441984
KKPNF,KONINKLIJKE KPN N V,0001001474,Communication Services,Telecom Services,14257233920
CFG-PD,CITIZENS FINANCIAL GROUP INC/RI,0000759944,Financial Services,Banks—Regional,15021506560
TEVJF,TEVA PHARMACEUTICAL INDUSTRIES LTD,0000818686,Healthcare,Drug Manufacturers—Specialty & Generic,15069999104
PARAA,Paramount Global,0000813828,Communication Services,Entertainment,7653612544
FRFGF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance—Property & Casualty,14097071104
ACGLO,ARCH CAPITAL GROUP LTD.,0000947484,Financial Services,Insurance—Diversified,14052446208
JBARF,Julius Baer Group Ltd.,0001475011,Financial Services,Asset Management,11023736832
NLY-PG,ANNALY CAPITAL MANAGEMENT INC,0001043219,Real Estate,REIT—Mortgage,13942914048
SGIOF,SHIONOGI & CO LTD,0001281721,Healthcare,Drug Manufacturers—Specialty & Generic,14137909248
NHOLF,"Sompo Japan Nipponkoa Holdings, Inc./ADR",0001669414,Financial Services,Insurance—Property & Casualty,18954631168
FRFFF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance—Property & Casualty,12644674560
BOUYF,Bouygues SA,0001445475,Industrials,Engineering & Construction,14084225024
KEY-PJ,KEYCORP /NEW/,0000091576,Financial Services,Banks—Regional,14408410112
NLY-PF,ANNALY CAPITAL MANAGEMENT INC,0001043219,Real Estate,REIT—Mortgage,13415458816
PTPIF,PT Chandra Asri Petrochemical Tbk/ADR,0001547873,Basic Materials,Specialty Chemicals,26368706560
HKHGF,HONGKONG LAND HOLDINGS LTD /FI,0000871464,Real Estate,Real Estate—Development,7193582592
Z,"ZILLOW GROUP, INC.",0001617640,Communication Services,Internet Content & Information,12763479040
FOX,Fox Corp,0001754301,Communication Services,Entertainment,13388066816
KEY-PI,KEYCORP /NEW/,0000091576,Financial Services,Banks—Regional,14023237632
JRONF,Jeronimo Martins SGPS SA,0001438077,Consumer Defensive,Food Distribution,14930979840
FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,0000915191,Financial Services,Insurance—Property & Casualty,14221257728
GFIOF,GOLD FIELDS LTD,0001172724,Basic Materials,Gold,12241511424
NCSYF,NICE Ltd.,0001003935,Technology,Software—Application,17265301504
SVYSF,SOLVAY S A /ADR/,0000930826,Basic Materials,Chemicals,2632764160
WSO-B,WATSCO INC,0000105016,Industrials,Industrial Distribution,15378189312
FMCQF,Fresenius Medical Care AG,0001333141,Healthcare,Medical Care Facilities,12333322240
MAA-PI,MID AMERICA APARTMENT COMMUNITIES INC.,0000912595,Real Estate,REIT—Residential,12386608128
LBRDB,Liberty Broadband Corp,0001611983,Communication Services,Telecom Services,8644249600
RF-PC,REGIONS FINANCIAL CORP,0001281761,Financial Services,Banks—Regional,13067882496
RF-PB,REGIONS FINANCIAL CORP,0001281761,Financial Services,Banks—Regional,12940548096
SNNUF,SMITH & NEPHEW PLC,0000845982,Healthcare,Medical Devices,12469207040
SHECF,"Shin-Etsu Chemical Co., Ltd.",0001442651,Basic Materials,Chemicals,83812712448
CXMSF,CEMEX SAB DE CV,0001076378,Basic Materials,Building Materials,12674775040
LBRDK,Liberty Broadband Corp,0001611983,Communication Services,Telecom Services,8498371072
ALMMF,ALUMINUM CORP OF CHINA LTD,0001161611,Basic Materials,Aluminum,13176299520
ERRAF,EMERA INC,0001127248,Utilities,Utilities—Regulated Electric,11083968512
OMRNF,OMRON CORP /FI,0000800954,Technology,Electronic Components,7716096000
VIVEF,VIVENDI,0001127055,Communication Services,Entertainment,11241782272
OLCLF,"Oriental Land Co., Ltd./ADR",0001545460,Consumer Cyclical,Leisure,59235266560
UHAL-B,U-Haul Holding Co /NV/,0000004457,Industrials,Rental & Leasing Services,12305024000
TAP-A,MOLSON COORS BEVERAGE CO,0000024545,Consumer Defensive,Beverages—Brewers,13342562304
CDAY,"Dayforce, Inc.",0001725057,Technology,Software—Application,10865975296
NIPNF,NEC CORP,0000072127,Technology,Information Technology Services,17913434112
PBNNF,PT Bank Negara Indonesia (Persero) Tbk/ADR,0001504122,Financial Services,Banks—Regional,14269152256
WPPGF,WPP plc,0000806968,Communication Services,Advertising Agencies,10760223744
NI-PB,NISOURCE INC.,0001111711,Utilities,Utilities—Regulated Gas,10270732288
AOMFF,ALSTOM,0001062066,Industrials,Railroads,5166792704
AEGOF,AEGON LTD.,0000769218,Financial Services,Insurance—Diversified,10284049408
CUKPF,CARNIVAL PLC,0001125259,Consumer Cyclical,Leisure,17367699456
LSXMK,Liberty Media Corp,0001560385,Communication Services,Broadcasting,9521328128
BLBLF,Bilibili Inc.,0001723690,Communication Services,Electronic Gaming & Multimedia,4221968640
YAMHF,"Yamaha Motor Co., Ltd.",0001447100,Consumer Cyclical,Auto Manufacturers,9041009664
RDEIF,Red Electrica Corporacion SA/ADR,0001438654,Utilities,Utilities—Regulated Electric,8673448960
FRT-PC,FEDERAL REALTY INVESTMENT TRUST,0000034903,Real Estate,REIT—Retail,9220172800
LBTYB,Liberty Global Ltd.,0001570585,Communication Services,Telecom Services,6907888640
UEPCN,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,7965671936
ASRMF,SOUTHEAST AIRPORT GROUP,0001123452,Industrials,Airports & Air Services,8919521280
XPNGF,XPENG INC.,0001810997,Consumer Cyclical,Auto Manufacturers,8874314752
OUKPF,Outotec OYJ,0001436786,Industrials,Farm & Heavy Construction Machinery,9040027648
AGNCN,AGNC Investment Corp.,0001423689,Real Estate,REIT—Mortgage,8819821568
AGNCM,AGNC Investment Corp.,0001423689,Real Estate,REIT—Mortgage,8816275456
LSXMB,Liberty Media Corp,0001560385,Communication Services,Broadcasting,9805756416
UEPEP,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,7557175808
UEPEO,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,7485689344
GPAEF,Pacific Airport Group,0001347557,Industrials,Airports & Air Services,7672238592
PSNYW,Polestar Automotive Holding UK PLC,0001884082,Consumer Cyclical,Auto Manufacturers,3927909120
MTLHF,Mitsubishi Chemical Holdings Corp,0001446418,Basic Materials,Specialty Chemicals,8154202624
SASOF,SASOL LTD,0000314590,Basic Materials,Specialty Chemicals,4772422144
AMH-PH,American Homes 4 Rent,0001562401,Real Estate,REIT—Residential,8577268736
GLPEF,"Galp Energia, SGPS, S.A.",0001385535,Energy,Oil & Gas Integrated,12805020672
ROHCF,"ROHM Co., Ltd.",0001442653,Technology,Semiconductors,6324801024
ASXFF,ASX Ltd.,0001449003,Financial Services,Financial Data & Stock Exchanges,8137765888
SBYSF,Sibanye Stillwater Ltd,0001786909,Basic Materials,Gold,2830569984
PSORF,PEARSON PLC,0000938323,Communication Services,Publishing,8239398912
AMH-PG,American Homes 4 Rent,0001562401,Real Estate,REIT—Residential,8390985216
VNO-PL,VORNADO REALTY TRUST,0000899689,Real Estate,REIT—Office,8829428736
UEPCP,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,7200763392
RNR-PF,RENAISSANCERE HOLDINGS LTD,0000913144,Financial Services,Insurance—Reinsurance,7715127808
VNO-PM,VORNADO REALTY TRUST,0000899689,Real Estate,REIT—Office,8899275776
ATH-PA,Athene Holding Ltd.,0001527469,Financial Services,Insurance—Diversified,7835415040
LBTYK,Liberty Global Ltd.,0001570585,Communication Services,Telecom Services,6884100096
KIM-PM,KIMCO REALTY CORP,0000879101,Real Estate,REIT—Retail,7697092096
KIM-PL,KIMCO REALTY CORP,0000879101,Real Estate,REIT—Retail,7636320768
RKUNF,"Rakuten Group, Inc.",0001294591,Consumer Cyclical,Internet Retail,12094568448
GIKLY,Grifols SA,0001438569,Healthcare,Drug Manufacturers—General,8588670464
UEPEM,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,6740184064
UEPEN,UNION ELECTRIC CO,0000100826,Utilities,Utilities—Regulated Electric,6433811968
VOYA-PB,"Voya Financial, Inc.",0001535929,Financial Services,Financial Conglomerates,7488171008
GIFLF,Grifols SA,0001438569,Healthcare,Drug Manufacturers—General,7749875200
PADEF,Adaro Energy PT/ADR/,0001489079,Energy,Thermal Coal,4696628736
GIFOF,Grifols SA,0001438569,Healthcare,Drug Manufacturers—General,9145859072
MSUXF,Misumi Group Inc./ADR,0001710864,Industrials,Tools & Accessories,4577141248
DSECF,Daiwa Securities Group Inc.,0001481045,Financial Services,Capital Markets,10386631680
MEJHF,MEIJI Holdings Co Ltd/ADR,0001558812,Consumer Defensive,Packaged Foods,6286568960
CIG-C,ENERGY CO OF MINAS GERAIS,0001157557,Utilities,Utilities—Diversified,6601560064
FANUF,Fanuc Ltd,0001446596,Industrials,Specialty Industrial Machinery,27771836416
SLG-PI,SL GREEN REALTY CORP,0001040971,Real Estate,REIT—Office,6248784384
SRC,"SPIRIT REALTY CAPITAL, INC.",0001308606,Real Estate,REIT—Diversified,5989107200
PUTKF,PT United Tractors Tbk / ADR,0001455955,Basic Materials,Other Industrial Metals & Mining,5535111168
